rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_teff,st_mass,st_rad,rowupdate
71,CoRoT-20,b,Transit,1,9.24285000,0.090200,0.562000,4.24000,1230.00,5880.00,1.14,1.02,2014-05-14
72,CoRoT-22,b,Transit,1,9.75598000,0.092000,0.077000,0.03800,592.00,5939.00,1.10,1.14,2014-08-21
73,CoRoT-23,b,Transit,1,3.63130000,0.048000,0.160000,2.80000,600.00,5900.00,1.14,1.61,2014-05-14
74,CoRoT-24,b,Transit,2,5.11340000,0.056000,0.000000,0.01800,600.00,4950.00,0.91,0.86,2014-06-11
75,CoRoT-24,c,Transit,2,11.75900000,0.098000,0.000000,0.08800,600.00,4950.00,0.91,0.86,2014-06-11
76,CoRoT-25,b,Transit,1,4.86069000,0.057800,0.000000,0.27000,1000.00,6040.00,1.09,1.19,2014-05-14
77,CoRoT-26,b,Transit,1,4.20474000,0.052600,0.000000,0.52000,1670.00,5590.00,1.09,1.79,2014-05-14
78,CoRoT-27,b,Transit,1,3.57532000,0.047600,0.065000,10.39000,,5900.00,1.05,1.08,2014-05-14
79,CoRoT-28,b,Transit,1,5.20851000,0.060300,0.047000,0.48400,560.00,5150.00,1.01,1.78,2015-04-16
80,CoRoT-29,b,Transit,1,2.85057000,0.038600,0.082000,0.85000,765.00,5260.00,0.97,0.90,2015-04-16
81,CoRoT-3,b,Transit,1,4.25680000,,0.000000,21.66000,680.00,6740.00,1.37,1.56,2014-05-14
82,CoRoT-4,b,Transit,1,9.20205000,0.090000,0.000000,0.72000,,6190.00,1.16,1.17,2014-05-14
83,CoRoT-5,b,Transit,1,4.03789620,0.049470,0.090000,0.46700,,6100.00,1.00,1.19,2014-05-14
84,CoRoT-6,b,Transit,1,8.88659300,0.085500,0.100000,2.96000,,6090.00,1.05,1.02,2014-05-14
85,CoRoT-7,b,Transit,2,0.85359159,0.017016,0.000000,0.01800,153.70,5259.00,0.91,0.82,2015-03-05
86,CoRoT-7,c,Radial Velocity,2,3.69800000,0.046000,0.000000,0.02643,153.70,5259.00,0.91,0.82,2015-09-10
87,CoRoT-8,b,Transit,1,6.21229000,0.063000,0.000000,0.22000,380.00,5080.00,0.88,0.77,2014-05-14
88,CoRoT-9,b,Transit,1,95.27380000,0.407000,0.110000,0.84000,460.00,5625.00,0.99,0.94,2014-05-14
89,DENIS-P J082303.1-491201,b,Astrometry,1,246.36000000,0.360000,0.345000,28.50000,20.77,,0.07,,2014-05-14
90,DH Tau,b,Imaging,1,,330.000000,,11.00000,140.00,,0.33,0.27,2014-05-14
91,DP Leo,b,Eclipse Timing Variations,1,10220.00000000,8.190000,0.390000,6.05000,,,0.69,,2014-05-14
92,FU Tau,b,Imaging,1,,800.000000,,16.00000,140.00,2838.00,0.05,,2016-03-10
93,Fomalhaut,b,Imaging,1,555530.00000000,160.000000,0.870000,,7.69,,2.00,,2015-11-19
94,GJ 1132,b,Transit,1,1.62893000,,0.000000,0.00510,12.04,3270.00,0.18,0.21,2015-11-12
95,GJ 1214,b,Transit,1,1.58040456,0.014110,,0.01970,,3170.00,0.16,0.18,2015-12-03
96,GJ 15 A,b,Radial Velocity,1,11.44330000,0.071700,0.000000,0.01700,3.57,3567.00,0.38,0.39,2014-09-18
97,GJ 163,b,Radial Velocity,3,8.63100000,0.061000,0.110000,0.03500,14.97,3500.00,0.40,,2014-05-14
98,GJ 163,c,Radial Velocity,3,25.60000000,0.130000,0.080000,0.02400,14.97,3500.00,0.40,,2014-05-14
99,GJ 163,d,Radial Velocity,3,603.00000000,1.000000,0.410000,0.07900,14.97,3500.00,0.40,,2014-05-14
100,GJ 179,b,Radial Velocity,1,2288.00000000,2.410000,0.210000,0.82000,12.12,3370.00,0.36,0.38,2014-05-14
101,GJ 3021,b,Radial Velocity,1,133.71000000,0.490000,0.511000,3.37000,17.62,5540.00,0.90,0.90,2014-05-14
102,GJ 317,b,Radial Velocity,1,692.00000000,1.150000,0.110000,2.50000,15.10,3510.00,0.42,,2014-08-27
103,GJ 328,b,Radial Velocity,1,4100.00000000,4.500000,0.370000,2.30000,20.03,3900.00,0.69,,2014-05-14
104,GJ 3293,b,Radial Velocity,2,30.60000000,0.143400,0.070000,0.08100,,3466.00,0.42,0.40,2014-12-03
105,GJ 3293,c,Radial Velocity,2,123.75000000,0.364000,0.330000,0.08100,,3466.00,0.42,0.40,2014-12-03
106,GJ 3341,b,Radial Velocity,1,14.20700000,0.089000,0.310000,0.02080,,3526.00,0.47,0.44,2014-12-03
107,GJ 3470,b,Radial Velocity,1,3.33664870,0.031000,0.017000,0.04300,25.20,3652.00,0.51,0.48,2014-07-23
108,GJ 3634,b,Radial Velocity,1,2.64561000,0.028700,0.080000,0.02600,19.80,,0.45,0.43,2014-08-21
109,GJ 433,b,Radial Velocity,1,7.37090000,0.058000,0.080000,0.01800,9.04,3600.00,0.48,,2014-05-14
110,GJ 436,b,Radial Velocity,1,2.64388312,0.029100,0.138270,0.07000,10.23,,0.47,0.46,2015-02-05
111,GJ 504,b,Imaging,1,,43.500000,,4.00000,17.95,6234.00,1.22,,2014-05-14
112,GJ 581,b,Radial Velocity,3,5.36860000,0.040610,0.000000,0.04970,6.27,,0.31,0.29,2014-07-09
113,GJ 581,c,Radial Velocity,3,12.91400000,0.072100,0.000000,0.01730,6.27,,0.31,0.29,2014-07-09
114,GJ 581,e,Radial Velocity,3,3.14900000,0.028150,0.000000,0.00530,6.27,,0.31,0.29,2014-07-09
115,GJ 649,b,Radial Velocity,1,598.30000000,1.135000,0.300000,0.32800,10.32,3700.00,0.54,,2014-05-14
116,GJ 667 C,b,Radial Velocity,5,7.20040000,0.050500,0.130000,0.01800,6.80,3350.00,0.33,,2014-05-14
117,GJ 667 C,c,Radial Velocity,5,28.14000000,0.125000,0.020000,0.01200,6.80,3350.00,0.33,,2014-05-14
118,GJ 667 C,e,Radial Velocity,5,62.24000000,0.213000,0.020000,0.00800,6.80,3350.00,0.33,,2014-05-14
119,GJ 667 C,f,Radial Velocity,5,39.02600000,0.156000,0.030000,0.00800,6.80,3350.00,0.33,,2014-05-14
120,GJ 667 C,g,Radial Velocity,5,256.20000000,0.549000,0.080000,0.01400,6.80,3350.00,0.33,,2014-05-14
121,GJ 674,b,Radial Velocity,1,4.69380000,0.039000,0.200000,0.03500,4.54,3600.00,0.35,,2014-05-14
122,GJ 676 A,b,Radial Velocity,3,1050.30000000,1.800000,0.328000,4.95000,16.13,,0.71,,2014-05-14
123,GJ 676 A,d,Radial Velocity,3,3.60000000,0.041300,0.150000,0.01400,16.13,,0.71,,2014-05-14
124,GJ 676 A,e,Radial Velocity,3,35.37000000,0.187000,0.240000,0.03600,16.13,,0.71,,2014-05-14
125,GJ 687,b,Radial Velocity,1,38.14000000,0.163530,0.040000,0.05800,4.53,3413.00,0.41,0.42,2014-05-28
126,GJ 832,b,Radial Velocity,2,3657.00000000,3.560000,0.080000,0.68000,4.94,3472.00,0.45,,2014-06-25
127,GJ 832,c,Radial Velocity,2,35.68000000,0.163000,0.180000,0.01700,4.94,3472.00,0.45,,2014-06-25
128,GJ 849,b,Radial Velocity,1,1845.00000000,2.320000,0.050000,0.91000,8.77,,0.49,,2014-08-27
129,GJ 86,b,Radial Velocity,1,15.76491000,0.113000,0.041600,3.91000,10.91,5151.00,0.77,,2014-05-14
130,GJ 876,b,Radial Velocity,4,61.11660000,0.208317,0.032400,2.27560,4.70,,0.33,,2014-08-27
131,GJ 876,c,Radial Velocity,4,30.08810000,0.129590,0.255910,0.71420,4.70,,0.33,,2014-08-27
132,GJ 876,d,Radial Velocity,4,1.93778000,0.020807,0.207000,0.02100,4.70,,0.33,,2014-08-27
133,GJ 876,e,Radial Velocity,4,124.26000000,0.334300,0.055000,0.04600,4.70,,0.33,,2014-08-27
134,GQ Lup,b,Imaging,1,,100.000000,,20.00000,139.00,,0.70,,2014-05-14
135,GSC 06214-00210,b,Imaging,1,,320.000000,,16.00000,145.00,4200.00,0.90,,2015-04-01
136,GU Psc,b,Imaging,1,,2000.000000,,11.30000,48.00,,0.33,,2014-05-14
137,HAT-P-1,b,Transit,1,4.46529976,0.055610,,0.52500,139.00,5980.00,1.15,1.17,2015-09-10
138,HAT-P-11,b,Transit,1,4.88781620,0.053000,0.198000,0.08100,38.00,4780.00,0.81,0.75,2014-05-14
139,HAT-P-12,b,Transit,1,3.21305980,0.038400,0.000000,0.21100,142.50,4650.00,0.73,0.70,2014-05-14
140,HAT-P-13,b,Transit,2,2.91625000,,0.013300,0.85100,214.00,5653.00,1.22,1.56,2014-10-15
141,HAT-P-13,c,Radial Velocity,2,446.27000000,,0.661600,14.28000,214.00,5653.00,1.22,1.56,2014-05-16
142,HAT-P-14,b,Transit,1,4.62766900,0.060600,0.107000,2.23200,205.00,6600.00,1.39,1.47,2014-05-14
143,HAT-P-15,b,Transit,1,10.86350200,0.096400,0.190000,1.94600,190.00,5568.00,1.01,1.08,2014-05-14
144,HAT-P-16,b,Transit,1,2.77596000,0.041300,0.036000,4.19300,235.00,6158.00,1.22,1.24,2014-05-14
145,HAT-P-17,b,Transit,2,10.33852300,0.088200,0.342000,0.53400,90.00,5246.00,0.86,0.84,2014-05-14
146,HAT-P-17,c,Radial Velocity,2,5584.00000000,5.600000,0.390000,3.40000,90.00,5246.00,0.86,0.84,2014-05-14
147,HAT-P-18,b,Transit,1,5.50802300,0.055900,0.084000,0.19700,166.00,4803.00,0.77,0.75,2014-05-14
148,HAT-P-19,b,Transit,1,4.00877800,0.046600,0.067000,0.29200,215.00,4990.00,0.84,0.82,2014-05-14
149,HAT-P-2,b,Transit,1,5.63347290,0.068780,0.517100,9.09000,135.32,6290.00,1.36,1.64,2014-05-14
150,HAT-P-20,b,Transit,1,2.87531700,0.036100,0.015000,7.24600,70.00,4595.00,0.76,0.69,2014-05-14
151,HAT-P-21,b,Transit,1,4.12448100,0.049400,0.228000,4.06300,254.00,5588.00,0.95,1.10,2014-05-14
152,HAT-P-22,b,Transit,1,3.21222000,0.041400,0.016000,2.14700,82.00,5302.00,0.92,1.04,2014-05-14
153,HAT-P-23,b,Transit,1,1.21288287,0.023020,0.000000,2.07000,393.00,5885.00,1.10,1.09,2015-03-26
154,HAT-P-24,b,Transit,1,3.35524000,0.046500,0.067000,0.68500,396.00,6373.00,1.19,1.32,2014-05-14
155,HAT-P-25,b,Transit,1,3.65283600,0.046600,0.032000,0.56700,297.00,5500.00,1.01,0.96,2014-05-14
156,HAT-P-26,b,Transit,1,4.23451600,0.047900,0.124000,0.05900,134.00,5079.00,0.82,0.79,2014-05-14
157,HAT-P-27,b,Transit,1,3.03957700,0.040000,0.000000,0.62000,204.00,5300.00,0.94,0.90,2014-05-14
158,HAT-P-28,b,Transit,1,3.25721500,0.043400,0.051000,0.62600,395.00,5680.00,1.02,1.10,2014-05-14
159,HAT-P-29,b,Transit,1,5.72318600,0.066700,0.095000,0.77800,322.00,6087.00,1.21,1.22,2014-05-14
160,HAT-P-3,b,Transit,1,2.89973600,0.038660,0.000000,0.59100,138.00,5185.00,0.92,0.80,2014-05-14
161,HAT-P-30,b,Transit,1,2.81059500,0.041900,0.035000,0.71100,193.00,6304.00,1.24,1.22,2014-05-14
162,HAT-P-31,b,Transit,1,5.00542500,0.055000,0.245000,2.17100,354.00,6065.00,1.22,1.36,2014-05-14
163,HAT-P-32,b,Transit,1,2.15000805,0.034300,0.007200,,283.00,6269.00,,1.22,2014-10-15
164,HAT-P-33,b,Transit,1,3.47447400,0.049900,0.000000,0.76200,387.00,6446.00,1.38,1.64,2014-05-14
165,HAT-P-34,b,Transit,1,5.45265400,0.067700,0.441000,3.32800,257.00,6442.00,1.39,1.53,2014-05-14
166,HAT-P-35,b,Transit,1,3.64670600,0.049800,0.025000,1.05400,535.00,6096.00,1.24,1.44,2014-05-14
167,HAT-P-36,b,Transit,1,1.32734700,0.023800,0.063000,1.83200,317.00,5560.00,1.02,1.10,2014-05-14
168,HAT-P-37,b,Transit,1,2.79743600,0.037900,0.058000,1.16900,411.00,5500.00,0.93,0.88,2014-05-14
169,HAT-P-38,b,Transit,1,4.64038200,0.052300,0.067000,0.26700,249.00,5330.00,0.89,0.92,2014-05-14
170,HAT-P-39,b,Transit,1,3.54387000,0.050900,0.000000,0.59900,642.00,6430.00,1.40,1.62,2014-05-14
171,HAT-P-4,b,Transit,1,3.05653600,0.044380,0.000000,0.67100,314.00,5860.00,1.26,1.60,2014-05-14
172,HAT-P-40,b,Transit,1,4.45724300,0.060800,0.000000,0.61500,501.00,6080.00,1.51,2.21,2014-05-14
173,HAT-P-41,b,Transit,1,2.69404700,0.042600,0.000000,0.80000,344.00,6390.00,1.42,1.68,2014-05-14
174,HAT-P-42,b,Transit,1,4.64187800,0.057500,0.000000,1.04400,447.00,5743.00,1.18,1.53,2014-05-14
175,HAT-P-43,b,Transit,1,3.33268700,0.044300,0.000000,0.66200,542.00,5645.00,1.05,1.10,2014-05-14
176,HAT-P-44,b,Transit,2,4.30121900,0.050700,0.044000,0.35200,363.00,5295.00,0.94,0.95,2014-05-14
177,HAT-P-44,c,Radial Velocity,2,872.20000000,1.752000,0.494000,4.00000,363.00,5295.00,0.94,0.95,2014-05-14
178,HAT-P-45,b,Transit,1,3.12899200,0.045200,0.049000,0.89200,305.00,6330.00,1.26,1.32,2014-05-14
179,HAT-P-46,b,Transit,1,4.46312900,0.057700,0.123000,0.49300,296.00,6120.00,1.28,1.40,2014-05-14
180,HAT-P-49,b,Transit,1,2.69154800,0.043800,0.000000,1.73000,322.00,6820.00,1.54,1.83,2014-05-14
181,HAT-P-5,b,Transit,1,2.78849100,0.040750,0.000000,1.06000,340.00,5960.00,1.16,1.17,2014-05-14
182,HAT-P-50,b,Transit,1,3.12201090,0.045300,0.115000,1.35000,497.00,6280.00,1.27,1.70,2015-11-19
183,HAT-P-51,b,Transit,1,4.21802780,0.050690,0.123000,0.30900,470.00,5449.00,0.98,1.04,2015-11-19
184,HAT-P-52,b,Transit,1,2.75359530,0.036940,0.047000,0.81800,385.00,5131.00,0.89,0.89,2015-11-19
185,HAT-P-53,b,Transit,1,1.96162410,0.031590,0.134000,1.48400,719.00,5956.00,1.09,1.21,2015-11-19
186,HAT-P-54,b,Transit,1,3.79984700,0.041170,0.074000,0.76000,135.80,4390.00,0.65,0.62,2015-04-24
187,HAT-P-55,b,Transit,1,3.58524670,0.046040,0.139000,0.58200,480.00,5808.00,1.01,1.01,2015-06-17
188,HAT-P-56,b,Transit,1,2.79083270,0.042300,0.246000,2.18000,310.50,6566.00,1.30,1.43,2015-07-23
189,HAT-P-57,b,Transit,1,2.46529500,0.040600,0.000000,1.85000,303.00,7500.00,1.47,1.50,2015-11-05
190,HAT-P-6,b,Transit,1,3.85298500,0.052350,0.000000,1.05700,261.00,6570.00,1.29,1.46,2014-05-14
191,HAT-P-7,b,Transit,1,2.20473540,0.035500,0.000000,1.78100,320.00,6350.00,1.47,1.84,2015-10-15
192,HAT-P-8,b,Transit,1,3.07637760,0.048700,0.000000,1.52000,230.00,6200.00,1.28,1.58,2014-05-14
193,HAT-P-9,b,Transit,1,3.92289000,0.053000,0.000000,0.78000,480.00,6350.00,1.28,1.32,2014-05-14
194,HATS-1,b,Transit,1,3.44645900,0.044400,0.120000,1.85500,303.00,5870.00,0.99,1.04,2014-05-14
195,HATS-10,b,Transit,1,3.31284600,0.044910,0.501000,0.52600,496.00,5880.00,1.10,1.10,2015-05-21
196,HATS-13,b,Transit,1,3.04404990,0.040570,0.181000,0.54300,476.00,5523.00,0.96,0.89,2015-08-13
197,HATS-14,b,Transit,1,2.76676410,0.038150,0.142000,1.07100,513.00,5346.00,0.97,0.93,2015-08-13
198,HATS-17,b,Transit,1,16.25461100,0.130800,0.029000,1.33800,339.00,5846.00,1.13,1.09,2016-03-24
199,HATS-2,b,Transit,1,1.35413300,0.023000,0.000000,1.34500,360.00,5227.00,0.88,0.90,2014-05-14
200,HATS-3,b,Transit,1,3.54785100,0.048500,0.000000,1.07100,453.00,6351.00,1.21,1.40,2014-05-14
201,HATS-4,b,Transit,1,2.51672900,0.036200,0.013000,1.32300,420.00,5403.00,1.00,0.93,2014-07-02
202,HATS-5,b,Transit,1,4.76338700,0.054200,0.019000,0.23700,257.00,5304.00,0.94,0.87,2014-05-14
203,HATS-6,b,Transit,1,3.32527250,0.036230,0.000000,0.31900,148.40,3724.00,0.57,0.57,2015-05-14
204,HATS-8,b,Transit,1,3.58389300,0.046670,0.376000,0.13800,829.00,5679.00,1.06,1.09,2015-06-17
205,HATS-9,b,Transit,1,1.91530730,0.030480,0.129000,0.83700,622.00,5366.00,1.03,1.50,2015-05-21
206,HD 100546,b,Imaging,1,,53.000000,,,97.00,10500.00,2.40,,2015-05-14
207,HD 100655,b,Radial Velocity,1,157.57000000,0.760000,0.085000,1.70000,140.85,4861.00,2.40,9.30,2014-05-14
208,HD 100777,b,Radial Velocity,1,383.70000000,1.030000,0.360000,1.16000,52.80,5582.00,1.01,,2014-05-14
209,HD 10180,c,Radial Velocity,6,5.75969000,0.064120,0.073000,0.04160,39.02,5911.00,1.06,1.11,2015-06-25
210,HD 10180,d,Radial Velocity,6,16.35700000,0.128590,0.131000,0.03780,39.02,5911.00,1.06,1.11,2015-06-25
211,HD 10180,e,Radial Velocity,6,49.74800000,0.269900,0.051000,0.08050,39.02,5911.00,1.06,1.11,2015-06-25
212,HD 10180,f,Radial Velocity,6,122.74400000,0.492900,0.119000,0.07220,39.02,5911.00,1.06,1.11,2015-06-25
213,HD 10180,g,Radial Velocity,6,604.67000000,1.427000,0.263000,0.07320,39.02,5911.00,1.06,1.11,2015-06-25
214,HD 10180,h,Radial Velocity,6,2205.00000000,3.381000,0.095000,0.20660,39.02,5911.00,1.06,1.11,2015-06-25
215,HD 101930,b,Radial Velocity,1,70.46000000,0.302000,0.110000,0.30000,30.50,5079.00,0.74,,2014-05-14
216,HD 102117,b,Radial Velocity,1,20.81330000,0.153200,0.121000,0.17200,42.00,5695.00,1.11,,2014-05-14
217,HD 102195,b,Radial Velocity,1,4.11377500,,0.000000,0.45000,28.98,5291.00,0.87,,2014-05-14
218,HD 102272,b,Radial Velocity,1,127.58000000,0.614000,0.050000,5.90000,164.20,4908.00,1.90,10.10,2014-05-14
219,HD 102329,b,Radial Velocity,1,778.10000000,2.030000,0.211000,5.90000,138.50,4830.00,1.95,6.30,2014-05-14
220,HD 102365,b,Radial Velocity,1,122.10000000,0.460000,0.340000,0.05000,9.24,5630.00,0.85,,2014-05-14
221,HD 102956,b,Radial Velocity,1,6.49500000,0.081000,0.048000,0.96000,121.07,5054.00,1.68,4.40,2014-05-14
222,HD 103197,b,Radial Velocity,1,47.84000000,0.249000,0.000000,0.09800,49.33,5303.00,0.90,,2014-05-14
223,HD 103720,b,Radial Velocity,1,4.55570000,0.049800,0.086000,0.62000,41.60,5017.00,0.79,0.73,2015-01-08
224,HD 103774,b,Radial Velocity,1,5.88810000,0.070000,0.090000,0.36700,53.08,6489.00,1.33,,2014-05-14
225,HD 104067,b,Radial Velocity,1,55.80600000,0.264300,0.000000,0.18600,20.82,4969.00,0.79,,2014-05-14
226,HD 10442,b,Radial Velocity,1,1043.00000000,2.335000,0.110000,2.10000,,5034.00,1.56,,2014-12-03
227,HD 104985,b,Radial Velocity,1,199.50500000,0.950000,0.090000,8.30000,102.04,,,,2014-05-14
228,HD 106252,b,Radial Velocity,1,1531.00000000,2.611000,0.482000,6.92000,37.40,5870.00,1.01,,2014-05-14
229,HD 106270,b,Radial Velocity,1,2890.00000000,4.300000,0.402000,11.00000,87.87,5638.00,1.32,2.50,2014-05-14
230,HD 10647,b,Radial Velocity,1,989.20000000,2.015000,0.150000,0.94000,17.35,6218.00,1.11,1.10,2014-05-14
231,HD 106515 A,b,Radial Velocity,1,3630.00000000,4.590000,0.572000,9.61000,36.36,5362.00,0.97,1.62,2014-05-14
232,HD 106906,b,Imaging,1,,650.000000,,11.00000,91.83,6516.00,1.50,,2014-05-14
233,HD 10697,b,Radial Velocity,1,1075.20000000,2.131000,0.099000,6.21000,32.60,5680.00,1.11,,2014-05-14
234,HD 107148,b,Radial Velocity,1,48.05600000,0.269000,0.050000,0.21000,51.26,5797.00,1.12,,2014-05-14
235,HD 108147,b,Radial Velocity,1,10.89850000,0.102000,0.530000,0.26100,38.56,6265.00,1.27,,2014-05-14
236,HD 108341,b,Radial Velocity,1,1129.00000000,2.000000,0.850000,3.50000,49.40,5122.00,0.84,0.79,2015-01-08
237,HD 108863,b,Radial Velocity,1,443.40000000,1.400000,0.060000,2.60000,138.50,4956.00,1.85,5.60,2014-05-14
238,HD 108874,b,Radial Velocity,2,395.80000000,1.038000,0.082000,1.29000,68.50,5551.00,0.95,,2014-05-14
239,HD 108874,c,Radial Velocity,2,1624.00000000,2.659000,0.239000,0.99000,68.50,5551.00,0.95,,2014-05-14
240,HD 109246,b,Radial Velocity,1,68.27000000,0.330000,0.120000,0.77000,65.60,5844.00,1.01,1.02,2014-05-14
241,HD 109271,b,Radial Velocity,2,7.85430000,0.079000,0.250000,0.05400,56.92,5783.00,1.05,,2014-05-14
242,HD 109271,c,Radial Velocity,2,30.93000000,0.196000,0.150000,0.07600,56.92,5783.00,1.05,,2014-05-14
243,HD 109749,b,Radial Velocity,1,5.24000000,0.063500,0.010000,0.28000,59.03,5903.00,1.20,1.24,2014-05-14
244,HD 110014,b,Radial Velocity,1,835.47700000,2.140000,0.462000,11.09000,90.00,4445.00,2.17,20.90,2014-05-14
245,HD 111232,b,Radial Velocity,1,1143.00000000,1.970000,0.200000,6.80000,28.88,5494.00,0.78,,2014-08-21
246,HD 113337,b,Radial Velocity,1,324.00000000,0.920000,0.460000,2.83000,37.42,6576.60,1.40,1.50,2014-05-14
247,HD 113538,b,Radial Velocity,2,663.20000000,1.240000,0.140000,0.36000,15.90,4462.00,0.58,0.53,2015-01-08
248,HD 113538,c,Radial Velocity,2,1818.00000000,2.440000,0.200000,0.93000,15.90,4462.00,0.58,0.53,2015-01-08
249,HD 114386,b,Radial Velocity,1,937.70000000,1.650000,0.230000,1.24000,28.04,4804.00,0.68,,2014-05-14
250,HD 114613,b,Radial Velocity,1,3827.00000000,5.160000,0.250000,0.48000,20.48,5729.00,1.36,,2014-05-14
251,HD 114729,b,Radial Velocity,1,1114.00000000,2.110000,0.167000,0.95000,35.00,5821.00,1.00,,2014-05-14
252,HD 114762,b,Radial Velocity,1,83.91510000,0.353000,0.335400,10.98000,40.57,5673.00,0.83,1.24,2014-12-17
253,HD 114783,b,Radial Velocity,1,493.70000000,1.160000,0.144000,1.10000,20.40,5135.00,0.85,,2014-05-14
254,HD 11506,b,Radial Velocity,2,1627.50000000,2.708000,0.370000,4.21000,51.70,6055.00,1.24,1.33,2014-12-03
255,HD 11506,c,Radial Velocity,2,223.60000000,0.721000,0.240000,0.36000,51.70,6055.00,1.24,1.33,2014-12-03
256,HD 116029,b,Radial Velocity,1,670.00000000,1.780000,0.054000,2.10000,110.62,4951.00,1.58,4.60,2014-05-14
257,HD 117207,b,Radial Velocity,1,2597.00000000,3.790000,0.144000,1.88000,33.01,5724.00,1.08,,2014-05-14
258,HD 11755,b,Radial Velocity,1,433.70000000,1.080000,0.190000,6.50000,231.50,4312.50,0.90,27.30,2015-10-15
259,HD 117618,b,Radial Velocity,1,25.82700000,0.176000,0.420000,0.17800,38.02,5990.00,1.08,,2014-05-14
260,HD 118203,b,Radial Velocity,1,6.13350000,0.070000,0.309000,2.13000,88.57,5600.00,1.23,,2014-05-14
261,HD 11964,b,Radial Velocity,2,1945.00000000,3.160000,0.041000,0.62200,33.98,5349.00,1.12,,2014-05-14
262,HD 11964,c,Radial Velocity,2,37.91000000,0.229000,0.300000,0.07880,33.98,5349.00,1.12,,2014-05-14
263,HD 11977,b,Radial Velocity,1,711.00000000,1.930000,0.400000,6.54000,66.49,4970.00,1.91,10.09,2014-05-14
264,HD 120084,b,Radial Velocity,1,2082.00000000,4.300000,0.660000,4.50000,97.66,4892.00,2.39,9.12,2014-05-14
265,HD 121504,b,Radial Velocity,1,63.33000000,0.330000,0.030000,1.22000,44.37,6075.00,1.18,,2014-05-14
266,HD 12484,b,Radial Velocity,1,58.83000000,0.297000,0.070000,2.98000,51.10,5920.00,1.01,,2016-02-25
267,HD 125595,b,Radial Velocity,1,9.67370000,0.080900,0.000000,0.04100,27.45,,,,2014-05-14
268,HD 125612,b,Radial Velocity,3,559.40000000,1.370000,0.460000,3.00000,52.83,5900.00,1.09,,2014-05-14
269,HD 125612,c,Radial Velocity,3,4.15470000,0.050000,0.270000,0.05800,52.83,5900.00,1.09,,2014-05-14
270,HD 125612,d,Radial Velocity,3,3008.00000000,4.200000,0.280000,7.20000,52.83,5900.00,1.09,,2014-05-14
271,HD 12648,b,Radial Velocity,1,133.60000000,0.540000,0.040000,2.90000,158.40,4835.80,1.20,9.20,2015-10-15
272,HD 12661,b,Radial Velocity,2,262.70900000,0.807900,0.376800,2.17600,37.16,5748.00,1.02,1.11,2014-11-19
273,HD 12661,c,Radial Velocity,2,1708.00000000,2.814500,0.031000,1.81200,37.16,5748.00,1.02,1.11,2014-11-19
274,HD 126614,b,Radial Velocity,1,1244.00000000,2.350000,0.410000,0.38000,68.35,5585.00,1.15,1.09,2014-05-14
275,HD 128311,b,Radial Velocity,2,453.01900000,1.084000,0.303000,1.76900,,,0.83,0.76,2015-06-25
276,HD 128311,c,Radial Velocity,2,921.53800000,1.740000,0.159000,3.78900,,,0.83,0.76,2015-06-25
277,HD 129445,b,Radial Velocity,1,1840.00000000,2.900000,0.700000,1.60000,67.61,,,,2014-05-14
278,HD 130322,b,Radial Velocity,1,10.70871000,0.092500,0.029000,1.15000,29.76,5387.00,0.92,0.85,2015-02-19
279,HD 131496,b,Radial Velocity,1,883.00000000,2.090000,0.163000,2.20000,121.36,4927.00,1.61,4.30,2014-05-14
280,HD 131664,b,Radial Velocity,1,1951.00000000,3.170000,0.638000,18.15000,57.21,5886.00,1.10,1.16,2014-05-14
281,HD 13189,b,Radial Velocity,1,471.60000000,1.850000,0.270000,14.00000,300.30,,,,2014-05-14
282,HD 132406,b,Radial Velocity,1,974.00000000,1.980000,0.340000,5.61000,70.97,,,,2014-05-14
283,HD 132563,b,Radial Velocity,1,1544.00000000,2.620000,0.220000,1.49000,98.52,,,,2014-05-14
284,HD 134987,b,Radial Velocity,2,258.19000000,0.810000,0.233000,1.59000,22.20,5585.00,1.10,1.25,2014-05-14
285,HD 134987,c,Radial Velocity,2,5000.00000000,5.800000,0.120000,0.82000,22.20,5585.00,1.10,1.25,2014-05-14
286,HD 136418,b,Radial Velocity,1,464.30000000,1.320000,0.255000,2.00000,106.38,5071.00,1.33,3.40,2014-05-14
287,HD 137388 A,b,Radial Velocity,1,330.00000000,0.890000,0.360000,0.22300,38.45,5240.00,0.86,0.82,2014-05-14
288,HD 13908,b,Radial Velocity,2,19.38200000,0.154000,0.020000,0.86500,66.89,6255.00,1.29,1.67,2014-05-14
289,HD 13908,c,Radial Velocity,2,931.00000000,2.030000,0.120000,5.13000,66.89,6255.00,1.29,1.67,2014-05-14
290,HD 13931,b,Radial Velocity,1,4218.00000000,5.150000,0.020000,1.88000,45.52,5829.00,1.02,1.23,2014-05-14
291,HD 139357,b,Radial Velocity,1,1125.70000000,2.360000,0.100000,9.76000,121.36,4700.00,1.35,11.47,2014-05-14
292,HD 14067,b,Radial Velocity,1,1455.00000000,3.400000,0.533000,7.80000,163.40,4815.00,2.40,12.40,2014-09-25
293,HD 141399,b,Radial Velocity,4,94.44000000,0.415000,0.040000,0.45100,36.20,5600.00,1.07,,2016-02-25
